country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month,weekday
Bulgaria,122998.65,97476.43,2020-01-28,Games,Armstrong-Little,Charil Alpe,Bernadine Fullagar,Pc,70-0044622,25522.22,20.7500001016271,2020,1,Tuesday
Sweden,50646.66,43039.53,2020-01-04,Clothing,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,43-1236055,7607.13,15.0200032934057,2020,1,Saturday
Sweden,89639.28,77788.97,2019-01-25,Clothing,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Pc,25-6133000,11850.3099999999,13.21999685852,2019,1,Friday
Spain,107359.01,90868.67,2019-10-29,Electronics,Kirlin And Sons,Emalia Dinse,Perri Aldersley,Pc,78-7666796,16490.3399999999,15.3599963337962,2019,10,Tuesday
Luxembourg,148359.68,118480.04,2020-07-23,Games,"Dickinson, Hyatt And Berge",Ilsa Kob,Jocelyn Laurentino,Pc,45-1867999,29879.64,20.1400003019688,2020,7,Thursday
Finland,177464.83,142717.22,2020-01-25,Outdoors,Gislason-Stanton,Hube Corey,Mellicent Mattys,Pc,97-5797169,34747.6099999999,19.5799979071909,2020,1,Saturday
Portugal,168757.23,136895.86,2020-08-24,Appliances,Labadie And Sons,Celine Tumasian,Aurelie Wren,Pc,31-6585710,31861.37,18.8800029486144,2020,8,Monday
France,19814.86,16787.15,2020-03-20,Appliances,"Murray, Reichel And Nolan",Othello Bowes,Avrit Chanders,Pc,84-0460695,3027.70999999999,15.2799969315957,2020,3,Friday
Belgium,46311.34,40564.1,2020-01-03,Accessories,"Heaney, Gulgowski And Kshlerin",Lambert Norheny,Collin Mackness,Pc,20-4568650,5747.23999999999,12.4100058430613,2020,1,Friday
France,144927.17,122260.56,2020-07-09,Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,Pc,29-9208067,22666.61,15.640000422281,2020,7,Thursday
Netherlands,203231.73,163052.82,2019-12-23,Books,Schuster Inc,Denice Amberg,Nero Harbisher,Pc,21-2357660,40178.91,19.7699985135195,2019,12,Monday
Portugal,40467.85,34656.67,2020-02-28,Smartphones,"Swaniawski, Runolfsson And Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379,5811.18,14.3599919442223,2020,2,Friday
Sweden,85156.7,69479.35,2020-05-19,Beauty,"Lubowitz, Mclaughlin And Erdman",Maxie Marrow,Caro Morfield,Pc,58-5376153,15677.3499999999,18.4100017966877,2020,5,Tuesday
Portugal,66146.57,56145.21,2020-07-04,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,04-1808253,10001.36,15.1199979076768,2020,7,Saturday
Bulgaria,230669.37,182321.07,2019-05-06,Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,Pc,44-9036885,48348.2999999999,20.9600000208089,2019,5,Monday
Uk,59043.39,48876.12,2020-10-27,Smartphones,"Murray, Reichel And Nolan",Jessamine Apark,Genevra Charrisson,Pc,35-0548738,10167.2699999999,17.2199970225286,2020,10,Tuesday
Ireland,99887.86,84045.65,2020-10-03,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Pc,64-0103144,15842.21,15.8599953988402,2020,10,Saturday
Netherlands,214983.15,180413.86,2019-11-06,Beauty,Mcclure Inc,Denice Amberg,Nero Harbisher,Tablet,48-7080069,34569.29,16.0799997581205,2019,11,Wednesday
Portugal,52209.31,41480.3,2019-03-26,Beauty,Mcclure Inc,Celine Tumasian,Corene Shirer,Pc,05-2772504,10729.0099999999,20.5499938612481,2019,3,Tuesday
Sweden,83782.11,67310.55,2019-10-02,Electronics,"Christiansen, Donnelly And Bechtelar",Maxie Marrow,Madelon Bront,Pc,42-2439801,16471.5599999999,19.6599966269648,2019,10,Wednesday
Portugal,166367.16,135788.88,2020-02-11,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,Pc,82-8353642,30578.28,18.3799975908706,2020,2,Tuesday
Uk,167615.14,135567.12,2020-12-30,Smartphones,Johns And Sons,Jessamine Apark,Winny Agnolo,Pc,16-5450021,32048.02,19.1200031214364,2020,12,Wednesday
Sweden,118030.7,97304.51,2019-04-09,Electronics,"Dickinson, Hyatt And Berge",Maxie Marrow,Madelon Bront,Pc,80-1021367,20726.19,17.5599992205417,2019,4,Tuesday
Netherlands,102073.04,81770.71,2020-02-03,Outdoors,"Farrell, Swaniawski And Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058,20302.3299999999,19.8900022963948,2020,2,Monday
Finland,99989.89,81191.79,2019-11-15,Appliances,Corwin And Sons,Hube Corey,Wat Bowkley,Pc,92-4440351,18798.1,18.8000006800687,2019,11,Friday
Sweden,79407.28,64383.42,2020-07-21,Accessories,"Jacobson, Marvin And Brown",Maxie Marrow,Alyosha Meah,Pc,15-3268783,15023.86,18.9200033044829,2020,7,Tuesday
France,184431.48,153059.69,2019-07-12,Books,Johns And Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180,31371.79,17.0099974256021,2019,7,Friday
Portugal,144725.34,115056.65,2019-01-15,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,Pc,92-7042708,29668.69,20.4999967524691,2019,1,Tuesday
Uk,21921.66,18802.21,2020-05-03,Smartphones,"Swaniawski, Runolfsson And Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718,3119.45,14.229989882153,2020,5,Sunday
Portugal,21341.66,16930.34,2019-03-28,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,Pc,06-4611284,4411.32,20.6699947426769,2019,3,Thursday
Sweden,84537.2,69405.04,2020-01-19,Games,"Keeling, Monahan And Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440,15132.16,17.9000014194934,2020,1,Sunday
France,40544.43,32666.65,2020-01-08,Books,Johns And Sons,Othello Bowes,Ora Grennan,Pc,89-7467187,7877.77999999999,19.4299932197838,2020,1,Wednesday
Finland,178189.57,153421.22,2019-09-08,Games,Johns And Sons,Hube Corey,Mellicent Mattys,Pc,37-7100862,24768.35,13.8999998709239,2019,9,Sunday
France,36276.11,28748.82,2019-03-23,Games,Johns And Sons,Othello Bowes,Ora Grennan,Pc,20-9472915,7527.29,20.7499922125056,2019,3,Saturday
Sweden,36181.81,29698.03,2020-10-27,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet,82-8836162,6483.77999999999,17.9199990271354,2020,10,Tuesday
Uk,66613.31,55462.24,2019-09-25,Electronics,Labadie And Sons,Jessamine Apark,Genevra Charrisson,Pc,38-8230515,11151.07,16.74000286129,2019,9,Wednesday
Ireland,77278.68,62951.21,2020-02-10,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,Pc,46-8792953,14327.4699999999,18.5400035300809,2020,2,Monday
Uk,149938.36,123579.2,2020-11-14,Appliances,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,93-0380487,26359.1599999999,17.5799975403225,2020,11,Saturday
Spain,123953.65,101939.48,2019-08-05,Beauty,Wiza And Sons,Emalia Dinse,Perri Aldersley,Pc,44-2650716,22014.17,17.7600014198855,2019,8,Monday
Sweden,73773.6,58421.31,2020-01-21,Books,Tromp Llc,Maxie Marrow,Caro Morfield,Mobile,78-7812852,15352.29,20.810005205114,2020,1,Tuesday
Portugal,206869.73,180928.27,2020-07-20,Electronics,"Spencer, Rogahn And Muller",Celine Tumasian,Corene Shirer,Pc,11-2653878,25941.46,12.5399979977737,2020,7,Monday
France,63690.72,53455.62,2020-08-27,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135,10235.0999999999,16.0700020348333,2020,8,Thursday
Uk,18897.97,16469.58,2020-02-16,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804,2428.38999999999,12.8500045242954,2020,2,Sunday
Portugal,134807.18,108047.95,2020-12-29,Beauty,"Zieme, Bailey And Herzog",Celine Tumasian,Corene Shirer,Pc,76-2368068,26759.2299999999,19.8500035383871,2020,12,Tuesday
Uk,47082.67,37882.72,2020-06-30,Games,"Schowalter, Lesch And Beahan",Jessamine Apark,Winny Agnolo,Pc,83-0606533,9199.94999999999,19.5399921032515,2020,6,Tuesday
Portugal,41016.31,32985.32,2019-09-05,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet,84-1745028,8030.98999999999,19.5799914716852,2019,9,Thursday
Sweden,43243.45,37764.5,2019-05-16,Clothing,Johns And Sons,Maxie Marrow,Alyosha Meah,Pc,63-2957047,5478.94999999999,12.6700112965084,2019,5,Thursday
Sweden,88832.28,71501.1,2019-12-23,Electronics,"Murray, Reichel And Nolan",Maxie Marrow,Tarrah Castelletti,Pc,90-3993986,17331.1799999999,19.5100024450571,2019,12,Monday
France,173456.4,149866.33,2019-09-25,Books,Johns And Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218,23590.07,13.5999997693945,2019,9,Wednesday
Spain,90926.92,73050.69,2020-03-24,Smartphones,"Leffler, Prohaska And Streich",Emalia Dinse,Perri Aldersley,Pc,09-9618844,17876.2299999999,19.6599972813331,2020,3,Tuesday
Sweden,72757.01,63378.63,2020-05-03,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,Pc,96-5143420,9378.37999999999,12.890001939332,2020,5,Sunday
France,60068.71,47688.55,2020-09-05,Other,Friesen-Rath,Othello Bowes,Crysta Halls,Pc,99-0862667,12380.1599999999,20.6099981171561,2020,9,Saturday
France,105522.72,86581.39,2019-02-16,Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,Pc,79-6118087,18941.33,17.9500016678872,2019,2,Saturday
Luxembourg,61374.06,49099.25,2020-02-20,Games,"Murray, Reichel And Nolan",Ilsa Kob,Jocelyn Laurentino,Pc,07-5296371,12274.8099999999,19.9999967412942,2020,2,Thursday
Portugal,76856.57,65535.6,2019-05-31,Clothing,"Schowalter, Lesch And Beahan",Celine Tumasian,Hortense Gerring,Pc,93-9111830,11320.97,14.729996407594,2019,5,Friday
Spain,174262.11,143278.31,2019-05-04,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,Pc,47-0713476,30983.7999999999,17.7799981877873,2019,5,Saturday
Sweden,151315.26,121173.26,2019-05-23,Beauty,Wiza And Sons,Maxie Marrow,Caro Morfield,Pc,92-2645259,30142.0,19.9200001374613,2019,5,Thursday
Ireland,50495.53,40749.89,2020-08-31,Smartphones,"Heaney, Gulgowski And Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211,9745.64,19.3000053668116,2020,8,Monday
Uk,36534.09,31138.0,2020-07-17,Appliances,Wunsch Llc,Jessamine Apark,Winny Agnolo,Pc,90-7039701,5396.08999999999,14.7700134312911,2020,7,Friday
France,134243.39,113019.51,2019-01-21,Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,Pc,64-1003834,21223.88,15.8100000305415,2019,1,Monday
France,56068.7,47378.05,2019-06-02,Games,"Dickinson, Hyatt And Berge",Othello Bowes,Ora Grennan,Pc,24-2679038,8690.64999999999,15.5000026752894,2019,6,Sunday
France,31161.76,27300.82,2020-09-05,Beauty,"Hermiston, Simonis And Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886,3860.93999999999,12.3899933764973,2020,9,Saturday
France,98915.41,85176.06,2020-02-04,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834,13739.35,13.8899995460768,2020,2,Tuesday
Ireland,114232.68,95795.52,2019-03-23,Clothing,Johns And Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897,18437.1599999999,16.1400047692131,2019,3,Saturday
Luxembourg,71360.36,59750.03,2019-02-01,Electronics,Tillman And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,40-9830607,11610.33,16.2699991984345,2019,2,Friday
Portugal,87459.79,69967.83,2020-11-16,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile,09-8360520,17491.9599999999,20.0000022867651,2020,11,Monday
Finland,52388.85,45641.17,2020-07-31,Electronics,Johns And Sons,Hube Corey,Mellicent Mattys,Pc,55-6785409,6747.68,12.8799925938439,2020,7,Friday
Sweden,178304.35,153573.54,2020-09-12,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,Pc,12-4881666,24730.8099999999,13.8699981239941,2020,9,Saturday
Uk,80013.81,65587.32,2020-01-27,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,Pc,86-7866497,14426.4899999999,18.0300000712376,2020,1,Monday
Ireland,88684.7,75337.65,2020-01-23,Other,"Leffler, Prohaska And Streich",Glenine Suttaby,Palm Wetherald,Pc,12-2375671,13347.05,15.050002988114,2020,1,Thursday
Uk,161773.31,138283.83,2019-04-30,Books,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,56-6310976,23489.48,14.519997149097,2019,4,Tuesday
France,108968.67,88395.39,2019-10-17,Books,Johns And Sons,Othello Bowes,Ora Grennan,Pc,08-4398900,20573.28,18.8799955069654,2019,10,Thursday
Uk,50374.22,44047.22,2019-07-10,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,Pc,23-3084772,6327.0,12.5599959661906,2019,7,Wednesday
Sweden,174380.2,151518.96,2019-02-01,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,Pc,33-8484080,22861.24,13.1099975800004,2019,2,Friday
Bulgaria,81482.69,64721.7,2019-09-02,Electronics,Johns And Sons,Charil Alpe,Shermy Mcgready,Pc,28-0362135,16760.99,20.5700008185787,2019,9,Monday
France,108158.8,89328.35,2020-09-10,Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,Pc,53-4511393,18830.4499999999,17.410002699734,2020,9,Thursday
Portugal,76943.74,62870.73,2019-01-06,Electronics,Johns And Sons,Celine Tumasian,Smitty Culverhouse,Pc,50-0521963,14073.01,18.289999940216,2019,1,Sunday
Portugal,57345.79,45716.06,2020-09-11,Clothing,Walter Llc,Celine Tumasian,Hortense Gerring,Pc,75-6127722,11629.73,20.2800066055415,2020,9,Friday
Sweden,71049.09,58842.86,2019-08-15,Outdoors,Corwin And Sons,Maxie Marrow,Madelon Bront,Pc,99-3994854,12206.2299999999,17.1799948458171,2019,8,Thursday
France,79205.19,65423.49,2019-07-05,Games,"Christiansen, Donnelly And Bechtelar",Othello Bowes,Avrit Chanders,Tablet,45-5157875,13781.7,17.3999961366168,2019,7,Friday
France,42290.45,34255.26,2019-10-11,Clothing,Walter Llc,Othello Bowes,Avrit Chanders,Tablet,97-8921759,8035.18999999999,19.0000106407001,2019,10,Friday
France,110090.36,93433.69,2019-01-02,Clothing,"Leffler, Prohaska And Streich",Othello Bowes,Maighdiln Upcraft,Pc,43-6672888,16656.67,15.1299986665499,2019,1,Wednesday
France,121043.69,96750.22,2020-09-28,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,Pc,28-6152726,24293.47,20.0700011706516,2020,9,Monday
Finland,130251.55,105386.53,2019-05-08,Beauty,Johns And Sons,Hube Corey,Mellicent Mattys,Pc,26-1201622,24865.02,19.089999312868,2019,5,Wednesday
France,156110.4,132584.56,2019-07-22,Beauty,Stehr Llc,Othello Bowes,Maighdiln Upcraft,Pc,18-3315246,23525.8399999999,15.0700017423566,2019,7,Monday
Sweden,122273.0,104531.19,2020-07-01,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,Pc,40-9114557,17741.8099999999,14.5099981189633,2020,7,Wednesday
Portugal,126021.1,101762.04,2020-06-13,Beauty,Johns And Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139,24259.06,19.2499986113436,2020,6,Saturday
Sweden,69565.47,57808.91,2020-05-23,Beauty,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,79-0393736,11756.5599999999,16.8999936318981,2020,5,Saturday
Bulgaria,174271.91,142083.89,2019-05-20,Clothing,Hessel-Stiedemann,Charil Alpe,Shermy Mcgready,Pc,58-2923511,32188.0199999999,18.469998980329,2019,5,Monday
Portugal,61994.02,54250.97,2019-02-19,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,Pc,84-1343954,7743.04999999999,12.4899950027438,2019,2,Tuesday
Sweden,207379.28,166442.61,2019-12-18,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,Pc,43-9259516,40936.67,19.7400000617226,2019,12,Wednesday
Sweden,153823.74,129258.09,2020-11-30,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile,53-0009701,24565.6499999999,15.9699991691789,2020,11,Monday
Portugal,251003.51,214105.99,2019-07-30,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,Pc,50-2002828,36897.52,14.7000016055552,2019,7,Tuesday
Uk,78013.63,64509.47,2020-04-04,Clothing,"Keeling, Monahan And Pollich",Jessamine Apark,Genevra Charrisson,Pc,90-6933957,13504.16,17.3100008293422,2020,4,Saturday
Finland,204138.34,165617.44,2019-06-20,Clothing,"Hartmann, Hane And Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877,38520.8999999999,18.8699976692276,2019,6,Thursday
Ireland,81358.58,68918.85,2020-08-21,Books,Tillman And Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836,12439.7299999999,15.2900038324169,2020,8,Friday
Portugal,81458.94,64434.02,2019-11-14,Books,Johns And Sons,Celine Tumasian,Aurelie Wren,Pc,76-5324325,17024.92,20.900001890523,2019,11,Thursday
Sweden,79313.86,63316.25,2020-01-03,Appliances,"Dickinson, Hyatt And Berge",Maxie Marrow,Madelon Bront,Pc,36-3226083,15997.61,20.1700055954911,2020,1,Friday
Finland,100978.49,86568.86,2019-09-08,Appliances,Johns And Sons,Hube Corey,Wat Bowkley,Pc,00-8086430,14409.63,14.2699994820679,2019,9,Sunday
Portugal,172444.09,149681.47,2019-05-01,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,Pc,98-0946281,22762.6199999999,13.2000000695877,2019,5,Wednesday
Uk,111523.01,98017.57,2020-02-03,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,Pc,82-4770311,13505.4399999999,12.1100031285023,2020,2,Monday
Uk,62947.82,49967.98,2019-10-16,Accessories,"Schowalter, Lesch And Beahan",Jessamine Apark,Genevra Charrisson,Pc,34-0265266,12979.8399999999,20.6199992311091,2019,10,Wednesday
France,80294.56,65295.54,2019-04-10,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,Pc,47-9858688,14999.0199999999,18.679995257462,2019,4,Wednesday
France,234961.46,199388.3,2019-02-06,Accessories,"Heaney, Gulgowski And Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile,24-9178520,35573.16,15.1399978532649,2019,2,Wednesday
France,214615.79,177637.49,2019-06-30,Games,"Bashirian, Okuneva And Bechtelar",Othello Bowes,Amelina Piscopiello,Pc,17-5553034,36978.3,17.2299997125095,2019,6,Sunday
France,173418.59,140746.53,2019-05-19,Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Pc,03-5073152,32672.0599999999,18.8399986414374,2019,5,Sunday
France,27400.69,22832.99,2019-09-18,Electronics,Friesen And Sons,Othello Bowes,Maighdiln Upcraft,Pc,19-8109416,4567.69999999999,16.6700181637761,2019,9,Wednesday
Portugal,179323.22,150739.1,2020-08-08,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075,28584.1199999999,15.9399992928969,2020,8,Saturday
Portugal,135211.42,108534.21,2019-12-08,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,Pc,78-5541691,26677.21,19.7299976584818,2019,12,Sunday
France,186209.44,148818.58,2019-06-24,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438,37390.86,20.0800023887081,2019,6,Monday
Ireland,127591.73,108988.86,2020-04-30,Games,"Swaniawski, Runolfsson And Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800,18602.8699999999,14.5799966816031,2020,4,Thursday
Sweden,53093.47,42533.18,2020-10-25,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,Pc,84-2496865,10560.29,19.889997771854,2020,10,Sunday
Netherlands,28787.17,24610.15,2019-06-08,Games,Mcglynn-Prosacco,Denice Amberg,Nero Harbisher,Pc,13-4700827,4177.01999999999,14.5100056726659,2019,6,Saturday
Uk,49930.87,40174.38,2020-02-21,Outdoors,Labadie And Sons,Jessamine Apark,Genevra Charrisson,Pc,10-5202864,9756.49,19.5399959984674,2020,2,Friday
Portugal,48763.58,39435.11,2020-07-14,Smartphones,Labadie And Sons,Celine Tumasian,Smitty Culverhouse,Pc,29-6521179,9328.47,19.1299941472713,2020,7,Tuesday
France,71079.8,56778.54,2019-11-15,Electronics,"Swaniawski, Runolfsson And Green",Othello Bowes,Avrit Chanders,Pc,30-9137723,14301.26,20.1200059651265,2019,11,Friday
Sweden,43158.94,36244.88,2019-05-13,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Pc,55-4422832,6914.06,16.0199949303666,2019,5,Monday
France,117538.82,100719.02,2019-03-07,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,Pc,12-1257338,16819.8,14.3099956252751,2019,3,Thursday
Portugal,45725.53,36571.28,2020-07-07,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720,9154.25,20.0199975812199,2020,7,Tuesday
Portugal,77522.57,64227.45,2019-07-31,Outdoors,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171,13295.12,17.14999902609,2019,7,Wednesday
Germany,44118.5,38250.74,2020-04-03,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie Macbain,Mobile,77-6124790,5867.76,13.2999988666885,2020,4,Friday
Uk,242526.0,212113.24,2019-03-06,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,Pc,09-3668672,30412.76,12.5399998350692,2019,3,Wednesday
France,140635.94,115194.9,2020-08-12,Smartphones,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,00-5823706,25441.04,18.0899989007077,2020,8,Wednesday
Portugal,157754.36,132166.6,2019-09-08,Books,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070,25587.7599999999,16.2200017799824,2019,9,Sunday
France,88977.22,72534.23,2020-03-10,Books,Franecki-White,Othello Bowes,Ora Grennan,Pc,58-1975365,16442.99,18.4799997122859,2020,3,Tuesday
Portugal,74231.25,61604.51,2019-11-11,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298,12626.7399999999,17.0100058937442,2019,11,Monday
Sweden,131402.37,106383.36,2019-03-10,Beauty,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,80-8019337,25019.0099999999,19.0399990502454,2019,3,Sunday
Sweden,156505.37,128647.41,2019-04-05,Electronics,"Schmitt, Purdy And Johnson",Maxie Marrow,Alyosha Meah,Pc,76-8416893,27857.9599999999,17.8000026452766,2019,4,Friday
Portugal,139200.81,120172.06,2019-08-23,Games,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,19-3893110,19028.75,13.6699994777329,2019,8,Friday
Sweden,121292.94,104384.7,2019-03-23,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,Pc,17-3994138,16908.24,13.940003433011,2019,3,Saturday
France,84712.13,73004.91,2020-11-07,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,Pc,29-8090560,11707.22,13.8200042898224,2020,11,Saturday
Portugal,172202.38,149816.07,2019-09-04,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet,75-5652593,22386.3099999999,13.0000003484272,2019,9,Wednesday
Sweden,108978.79,95432.73,2019-11-28,Games,"Bashirian, Okuneva And Bechtelar",Maxie Marrow,Madelon Bront,Pc,84-5276032,13546.0599999999,12.4299966993577,2019,11,Thursday
Portugal,69871.92,58014.66,2020-06-09,Games,Johns And Sons,Celine Tumasian,Smitty Culverhouse,Pc,01-4729172,11857.2599999999,16.9699930959389,2020,6,Tuesday
France,184221.2,150324.5,2019-06-15,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Pc,70-3373325,33896.7,18.3999995657394,2019,6,Saturday
France,57348.43,47587.73,2019-12-01,Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,Pc,73-6329299,9760.69999999999,17.0199951419768,2019,12,Sunday
France,197581.29,169485.23,2019-12-13,Electronics,"Christiansen, Donnelly And Bechtelar",Othello Bowes,Ora Grennan,Pc,74-6221213,28096.0599999999,14.2200002844398,2019,12,Friday
Portugal,101321.52,86710.96,2019-02-17,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,Pc,53-1326953,14610.5599999999,14.4199968575283,2019,2,Sunday
Uk,124234.91,98244.97,2020-09-19,Outdoors,Johns And Sons,Jessamine Apark,Genevra Charrisson,Pc,56-7081196,25989.94,20.9199974467724,2020,9,Saturday
Portugal,254883.03,213413.56,2019-12-12,Appliances,"Dickinson, Hyatt And Berge",Celine Tumasian,Corene Shirer,Pc,85-9560144,41469.47,16.2700003997912,2019,12,Thursday
France,57333.85,46308.55,2020-10-24,Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,Pc,35-9605742,11025.2999999999,19.2300011249898,2020,10,Saturday
Portugal,65760.39,56672.3,2020-09-10,Smartphones,"Schowalter, Lesch And Beahan",Celine Tumasian,Aurelie Wren,Pc,30-0037690,9088.08999999999,13.8200062377975,2020,9,Thursday
Portugal,53485.0,46713.8,2020-02-18,Clothing,Johns And Sons,Celine Tumasian,Corene Shirer,Pc,75-6038587,6771.19999999999,12.6599981303169,2020,2,Tuesday
France,154950.74,133195.66,2019-09-10,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277,21755.0799999999,14.0399974856525,2019,9,Tuesday
Uk,19949.11,16364.25,2019-02-25,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet,23-0941629,3584.86,17.9700247279201,2019,2,Monday
France,124784.67,106853.11,2020-05-22,Electronics,"Swaniawski, Runolfsson And Green",Othello Bowes,Ora Grennan,Tablet,44-2757396,17931.5599999999,14.3700023408324,2020,5,Friday
Luxembourg,120831.28,95746.71,2020-05-22,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,Pc,21-4464304,25084.5699999999,20.7599969147061,2020,5,Friday
Portugal,127631.89,110963.17,2019-11-24,Clothing,"Schowalter, Lesch And Beahan",Celine Tumasian,Corene Shirer,Pc,02-8721192,16668.72,13.0599962125453,2019,11,Sunday
Luxembourg,68984.17,59560.93,2019-11-01,Beauty,"Schmitt, Purdy And Johnson",Ilsa Kob,Jocelyn Laurentino,Pc,46-9710750,9423.23999999999,13.6600034471676,2019,11,Friday
France,56823.17,46583.63,2019-12-21,Beauty,"Rowe, Hermiston And Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486,10239.54,18.0200083874236,2019,12,Saturday
Portugal,126974.92,101516.45,2019-01-13,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,Pc,57-7927520,25458.47,20.0499988501666,2019,1,Sunday
Portugal,121736.23,106214.86,2020-06-05,Accessories,"Zieme, Bailey And Herzog",Celine Tumasian,Smitty Culverhouse,Pc,95-4271285,15521.3699999999,12.7500005544774,2020,6,Friday
France,150287.47,123611.44,2020-05-08,Books,"Fisher, Morar And Skiles",Othello Bowes,Avrit Chanders,Pc,66-4296261,26676.03,17.7500027114702,2020,5,Friday
Finland,93007.22,81837.05,2020-09-11,Outdoors,Mcglynn-Prosacco,Hube Corey,Wat Bowkley,Pc,24-8477374,11170.1699999999,12.0100030943834,2020,9,Friday
